doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,clase_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Sirne,6103,2Q2020,1617633385532,5,5,4,5,5,5,5,5,5,RGEgbGFzIHRlw7NyaWNhcy4gRXhwbGljYSBwZXJmZWN0YW1lbnRlIGxvIHF1ZSBzZSB0aWVuZSBlbiBsYSBzw61udGVzaXMsIGF5dWRhIG11Y2hvIHF1ZSB5YSBzZSB0ZW5nYW4gbGlzdGFzIGxhcyBtaXNtYXMgZGVsIGN1YXRyaSBwYXNhZG8sIGVzbyBqdW50byBsb3MgdmlkZW9zIGRlIGxhIHDDoWcuIGRlIGNhdGVkcmEgdGUgYXl1ZGFuIGEgZW50ZW5kZXIgZGUgdW4gbGFkbyB1IG90cm8uICBBIHZlY2VzIHRpZW5kZSBhIGFjZWxlcmFyIGVsIHJpdG1vIGVudG9uY2VzIGhheSBxdWUgc2VndWlybGUgZWwgcGFzbywgcGVybyBubyB0aWVuZSBkcmFtYSBlbiBkZXZvbHZlcnNlLiBBbGd1bmFzIG9waW5pb25lcyBkaWNlbiBxdWUgdGllbmRlIGEgZGVzbW90aXZhciBsYSBwYXJ0aWNpcGFjacOzbiBwb3IgY29tbyByZXNwb25kZSBhIGN1YW5kbyBzZSBsZSBwcmVndW50YSBhbGdvLCB5byBvcGlubyBxdWUgZW4gcmVhbGlkYWQgbm8gcmVzcG9uZGUgZGUgbWFsYSBnYW5hLCBzaW5vIHF1ZSBhc2kgZXMgY29tbyBzZSBleHByZXNhLiBTaSBubyBlbnRlbmRlcyBhbGdvIHRlIGhhY2UgZW50ZW5kZXIgZXhwbGljYW5kb3RlIHBhc28gYSBwYXNvIHRhbCBlamVtcGxvL2VqZXJjaWNpbywgeSBzZSBub3RhIHF1ZSBxdWllcmUgcXVlIHNlIGVudGllbmRhLiBFcyB1biBjYXBvIFNpcm5lLCBlc3TDoSByZSBjYW5jaGVybyBleHBsaWNhbmRvIGR1ZGFzIGVuIHdvcmQu
De Rossi,6103,2Q2020,1617633385533,5,5,5,5,5,5,5,5,5,RGEgbGFzIHByw6FjdGljYXMgdHVybmFkbyBjb24gb3Ryb3MgZG9jZW50ZXMuIEV4cGxpY2EgbG9zIGVqZXJjaWNpb3MgZGUgbWFuZXJhIG11eSBjYWxtYWRhIHkgcG9yIGVsbG8gdG9kbyBzZSBsZSBlbnRpZW5kZSBwZXJmZWN0bywgbm8gaGF5IGVqZXJjaWNpbyBxdWUgbm8gbGUgaGF5YSBlbnRlbmRpZG8gZHVyYW50ZSB0b2RvIGVsIGN1YXRyaW1lc3RyZS4gRXMgMTAvMTAgRGUgUm9zc2ksIHVuYSBtYXF1aW5hLg==
Rozenwasser,6103,2Q2020,1617633385533,5,4,4,1,1,1,1,1,1,U2llbXByZSBlc3TDoSBlbiBsYSBwcsOhY3RpY2EgcGVybyBudW5jYSBkacOzIGNsYXNlIGVuIGVsIGN1YXRyaW1lc3RyZSAoMkMyMDIwKS4g
Mendez,7540,2Q2020,1617634088144,5,5,5,5,5,5,5,5,5,RWwgdGlwbyBzYWJlIG11Y2jDrXNpbW8sIGVzIHBhY2llbnRlIHBhcmEgZXhwbGljYXIuIERhIGxhIHRlw7NyaWNhIGp1bnRvIGNvbiB1biBheXVkYW50ZSB5IHNlIGVudGllbmRlIHBlcmZlY3RvLCBsYSBhc2lzdGVuY2lhIGEgbGEgY2xhc2UgZXMgY3J1Y2lhbCBwYXJhIHNhY2FydGUgZHVkYXMsIGF1bnF1ZSBkZSBpZ3VhbCBtYW5lcmEgc2UgY29tdW5pY2FuIHBvciBTbGFjayAodW5hIGFwcCkgeSBwb3IgYWhpIHJlc3VlbHZlbiBkdWRhcyBkZSB0b2RvIHRpcG8uIEVzIGNvbW8gdW5hIGVzcGVjaWUgZGUgZGlzY29yZCBwZXJvIGNvbiBoaWxvcyBkZSByZXNwdWVzdGFzLg==
Camejo,7540,2Q2020,1617634088145,5,5,5,5,5,5,5,5,5,RGEgbGEgcHLDoWN0aWNhIHR1cm7DoW5kb3NlIGNvbiBsb3MgYXl1ZGFudGVzIHkgZXMgZXhjZWxlbnRlLCBoYWNlIGxhcyBjbGFzZXMgbXV5IGFtZW5hcyBzaW4gcGVyZGVyIGVsIG9iamV0aXZvIGRlIGxhIGNsYXNlIGNvbW8gdGFsLiBNaWVudHJhcyBxdWUgc2UgbGUgc2lnYSBlbCByaXRtbyBhbCBjdXJzbyBzZSBhcHJlbmRlIGEgcHJvZ3JhbWFyIGRlc2RlIGNlcm8gc2luIHByb2JsZW1hcywgYSBwZXNhciBkZSBxdWUgZW5zZcOxZW4gZW4gQyB5IG5vIGVuIHBoeXRvbi4g
Talavera,7540,2Q2020,1617634088145,5,5,5,5,5,5,5,5,5,RGUgbGFzIGNsYXNlcyAocHLDoWN0aWNhcykgcXVlIGRpw7MsIHNlIGxlIGVudGVuZGnDsyBwZXJmZWN0bywgeSBjb250ZXN0YSByYXBpZMOtc2ltbyBsYXMgZHVkYXMgKHBvciBzbGFjaywgbm8gc2UgdXNhIGVsIGNhbXB1cykuIA==
Hansen,6109,1Q2020,1617634487416,5,5,5,5,5,5,5,5,5,Um9iZXJ0YSBlcyB1bmEgZXhjZWxlbnRlIHByb2Zlc29yYSwgcGFjaWVudGUsIGhhY2UgbXV5IGJ1ZW5vcyBhcHVudGVzIHkgc2UgcHJlb2N1cGEgcG9ycXVlIHRvZG8gcXVlZGUgY2xhcm8uIEFudGVzIGRlIGNhZGEgcGFyY2lhbGl0byBub3MgbGxldmFiYSBlamVyY2ljaW9zIGNsYXZlIHBhcmEgcHJhY3RpY2FyIHkgbG9zIHJlc29sdsOtYW4gZW4gY2xhc2UsIGltcGVjYWJsZS4=
Cosatto Ammann,6109,1Q2020,1617634487417,5,5,5,5,5,5,5,5,5,UGVkcm8gZXMgZXhjZWxlbnRlIHkgdGllbmUgbXVjaGEgb25kYSBwYXJhIGRhciBjbGFzZXMsIGRhIHVuYXMgcHLDoWN0aWNhcyBjbGFyw61zaW1hcyByZXNvbHZpZW5kbyBsb3MgZWplcmNpY2lvcyBtw6FzIGNvbXBsZXRvcyBkZSBsYSBndcOtYSwgc2UgbGUgZW50aWVuZGUgbXV5IGJpZW4geSBubyB0aWVuZSBkcmFtYSBlbiB2b2x2ZXIgYXRyw6FzLiBMYXMgY2xhc2VzIHF1ZSBkaW8gZGUgUiBlc3R1dmllcm9uIGJ1ZW7DrXNpbWFzLCBlcyB1biBnZW5pbyB2ZXJkYWRlcmFtZW50ZS4=
Ozols,6205,2Q2020,1617639297555,5,5,5,4,5,4,4,5,3,
Puceiro,6205,2Q2020,1617639297558,5,5,5,2,3,3,3,4,3,
Facundo Freire,6205,2Q2020,1617639297561,5,5,5,5,5,5,5,5,5,
Russo,6302,2Q2020,1617639373263,5,5,5,5,5,5,5,5,5,TXV5IGJ1ZW5hIHByb2Zlc29yYSwgbGFzIGNsYXNlcyBwcmFjdGljYXMgc29uIHVuIDEwLCBlc3RhbiBtdXkgYmllbiBvcmdhbml6YWRhcyB5IHNlIHJlc3VlbHZlbiBtdWNob3MgZWplcmNpY2lvcy4gVGllbmUgdW4gdHJhdG8gbXV5IGFtaWdhYmxlIGNvbiBsb3MgYWx1bW5vcyB5IGhhY2UgcXVlIGxhIG1hdGVyaWEgcG9yIG1hcyBkZSBxdWUgc2VhIHVuIHBvY28gcGVzYWRhIHNlIGhhZ2EgbGxldmFkZXJhLiA=
Aphesteguy,6302,2Q2020,1617639373264,5,1,5,5,5,1,5,5,5,QnVlbiBwcm9mZXNvciwgc2Ugc3VlbGUgcGFzYXIgTVVDSElTSU1PIGVuIGxvcyBob3JhcmlvcyAobGFzIGNsYXNlcyBlbiB2ZXogZGUgZHVyYXIgaG9yYSB5IG1lZGlhIGR1cmFiYW4gZG9zIGhvcmFzIHkgbWVkaWEpLiBMbyBidWVubyBlcyBxdWUgZ3JhYmEgdG9kbyB5IGxvIHBvZGVzIHZlciBlbiBkaWZlcmlkbyBjb24gdmVsb2NpZGFkIHgyLiBFeHBsaWNhIGNvbiB0YW50byBkZXRhbGxlIHF1ZSBsYXMgY2xhc2VzIHNlIGhhY2VuIHBlc2FkYXMgcGVybyBzaSB0ZW5lcyBkZSBoYWJpbGlkYWQgZGUgcHJlc3RhcmxlIGF0ZW5jaW9uIGVudGVuZGVzIG11eSBiaWVuIGxvcyB0ZW1hcw==
Francois,6302,2Q2020,1617639373264,5,5,5,5,5,3,5,5,5,TXV5IGJ1ZW5hIHByb2ZlLiBQYXJ0aWNpcGVuIGVuIGNsYXNlIHBvciBxdWUgc2lubyBzZSBoYWNlIGFidXJyaWRvLiBDb3JyZWN0YXMgY2xhc2VzIHRlb3JpY2FzIHkgY2FkYSB0YW50byBhcGFyZWNlIGVuIGFsZ3VuYSBxdWUgb3RyYSBjbGFzZSBwcmFjdGljYS4g
Fossati,6302,2Q2020,1617639373264,5,5,5,5,5,5,5,5,5,TG9zIGVqZXJjaWNpb3MgZXhwbGljYWRvcyBwb3IgZWxsYSBzb24gbG9zIHF1ZSBtYXMgZW50ZW5kaSwgbXV5IGJ1ZW5hIHByb2Zl
Merlo,6302,2Q2020,1617639373264,5,5,5,5,5,5,5,5,5,U2kgYmllbiBtYW5kYSB0YXJlYXMgY2FzaSB0b2RhcyBsYXMgc2VtYW5hcyBxdWUgc29uIHVuIHBvY28gcGVzYWRhcyB0ZSBzdXBlciBwcmVwYXJhbiBwYXJhIGxvcyBwYXJjaWFsaXRvcyAocXVlIGhheSBjYWRhIGRvcyBvIHRyZXMgc2VtYW5hcyBhcHJveCkuIE5pdmVsIHF1ZSBlc3R1ZGlhbmRvIGxvIHF1ZSBtYW5kYW4gZW4gbGEgdGFyZWEgeSBwcmVzdGFuZG8gYXRlbmNpb24gZW4gbGEgcmVzb2x1Y2lvbiBxdWUgZGFuIGVuIGNsYXNlIHBvZGVzIGFwcm9iYXIgdHJhbnF1aWxhbWVudGUgbG9zIHBhcmNpYWxpdG9zLiBCcmlhbiBleHBsaWNhIG11eSBiaWVuIGFsIGlndWFsIHF1ZSB0b2RvcyBsb3MgcHJvZmVzIGRlIGxhIHByYWN0aWNhLiBTaSBwdWVkZW4gYXRvbnRlbmNlIGNvbiBlbGxvcw==
Turri,7551,2Q2020,1617643411805,5,5,5,4,4,4,4,5,5,
Pagola,6669,2Q2020,1617643475315,5,1,5,2,1,2,2,5,5,
Pagola,6669,2Q2020,1617643476234,5,1,5,2,1,2,2,5,5,
Barmack,7112,2Q2020,1617643561849,3,3,3,3,3,3,3,3,3,
Frutos,7112,2Q2020,1617643561850,5,5,5,5,5,5,5,5,5,
Zammarano,7112,2Q2020,1617643561851,5,5,4,4,3,3,3,4,2,
Vassallo,7112,2Q2020,1617643561852,3,3,3,3,3,3,3,3,3,
Vever,7112,2Q2020,1617643561853,3,3,3,3,3,3,3,3,3,
Calonico,7573,2Q2020,1617643593880,3,4,4,4,4,4,4,4,4,
Rugilo,7573,2Q2020,1617643593881,5,5,5,5,5,5,5,5,5,
Sosti,8405,2Q2020,1617647373922,5,2,5,5,5,5,5,3,3,TGUgZW5jYW50YSBsbyBxdWUgZGEgeSBlcyBiYXN0YW50ZSBjbGFyby4gTGUgZ3VzdGEgdGFudG8gcXVlIHNlIHN1ZWxlIGV4Y2VkZXIgZGVsIHRpZW1wbyBkZSBjbGFzZXMgcGVybyBubyBlcyBuYWRhIGdyYXZlLiBTdWJlIHRvZG8gYSB5b3V0dWJlIHkgZXMgbXV5IG9yZ2FuaXphZG8uIEJ1ZW5hIHRlb3JpY2Eu
Petrelli,8405,2Q2020,1617647373922,5,5,5,5,5,5,5,5,5,TXV5IGNsYXJhIHkgY29uY2lzYS4gRGEgZWplbXBsb3MgY29tbyBsb3MgcXVlIHRvbWEgeSBiYWphIGEgdGllcnJhIGxvIHF1ZSBxdWVkYSBlbiBlbCBhaXJlIGRlIGxhcyB0ZW9yaWNhcy4=
Ruiz,8714,2Q2020,1617647574495,5,3,4,5,5,4,4,4,3,TXV5IGNsYXJhIHkgZGEgZWplcmNpY2lvcyBxdWUgdG9tYW4uIFN1YmUgdG9kb3MgbG9zIHZpZGVvcyBsbyBjdWFsIGVzIGNsYXZlLiBMbyB1bmljbyBsb3MgcGFyY2lhbGVzIGxlcyBidXNjYSB1bmEgdnVlbHRhIG1hcyBhIGxvIHF1ZSBkaW8geSBhIHZlY2VzIHRlIHBvZGVzIHF1ZWRhciBjb3J0byBjb24gbG8gdmlzdG8gZW4gY2xhc2Uu
Sosa,8714,2Q2020,1617647574495,2,3,5,5,5,2,5,3,5,U3ViZSBsYXMgdGVvcmljYXMgZ3JhYmFkYXMsIG5vIGhhY2UgY2xhc2VzIGVuIHZpdm8uIFNvbiBjbGFyYXMgcGVybyBzZSBoYWNlbiBtdXkgbGFyZ2FzLCB0ZXJtaW5hcyB0YXJkYW5kbyBtdWNobyBtYXMgZGUgbG8gcXVlIHNlcmlhIHVuYSBjbGFzZSBlbiB2aXZvLg==
Medina,8714,2Q2020,1617647574496,5,5,4,3,3,4,5,4,4,
Merlo,7003,2Q2020,1617647847106,2,5,2,2,4,1,5,3,2,c3ViZSBsYXMgdGVvcmljYXMgZW4gZm9ybWF0byBwb3dlcnBvaW50LiBTdWZpY2llbnRlIHBhcmEgbG8gcXVlIGVzIGxhIG1hdGVyaWEuIEJhc3RhbnRlIGNvbXBsaWNhZG8gZWwgdHJhdG8geWEgcXVlIGRhbiBjbGFzZXMgZGUgY29uc3VsdGEgZW4gbGFzIHF1ZSBubyBkYW4gbXVjaG8gZXNwYWNpbyBwYXJhIHF1ZSBwdWVkYXMgcHJlZ3VudGFyIGN1ZXN0aW9uZXMgcHVudHVhbGVzIGRlIHR1cyBsYW1pbmFzLg==
Bellino,7003,2Q2020,1617647847107,5,5,5,5,5,5,5,5,5,RXMgZWwgbWFzIG9yZGVuYWRvIHkgb3JnYW5pemFkbyBkZSB0b2Rvcy4gRXMgY2xhcm8gcGVybyBiYXN0YW50ZSBkZXRhbGxpc3RhLiBEZSBsbyBtZWpvciBkZWwgZ3J1cG8gZG9jZW50ZS4=
Merlo,7003,2Q2020,1617647847107,5,3,3,3,3,3,3,3,3,
Natalino,7003,2Q2020,1617647847108,3,1,5,2,4,3,3,3,4,RXMgYXRlbnRhIGVuIGN1YW50byBhIHN1IGdydXBvIGRlIGNvcnJlY2Npb25lcyBlbiBjdWFudG8gYSBzaSB0ZSBmYWx0YSBhbGdvIHBhcmEgcG9kZXIgcmVuZGlyIHRlIGF2aXNhIHBlcm8gdGFyZGEgbXVjaG8gdGllbXBvIGVuIGNvcnJlZ2lyLg==
Piva,6203,1Q2020,1617648058352,5,5,5,5,5,5,5,5,5,VW4gY2FwbywgZW4gdG9kbyBzZW50aWRvLCBhcGFzaW9uYWRvLCBtdXkgY2xhcm8geSBxdWllcmUgcXVlIHRlIGludGVyZXNlIGxhIG1hdGVyaWEuIENhcGF6IHVuIHBvY28gcmVwZXRpdGl2byBzaSB5YSB2aXN0ZSBsYXMgdGVvcmljYXMgZ3JhYmFkYXMgcGVybyBzaWVtcHJlIGxlIGFwb3J0YSBhbGdvIG1hcyBxdWUgZXN0YSBidWVubywgUmVjb21pZW5kby4=
Aparicio,6203,1Q2020,1617648058353,5,4,5,4,5,5,5,5,5,R3JhbiBwcm9mZXNvciwgbXV5IGF0ZW50byB5IGRlZGljYWRvLg==
A Designar,6203,1Q2020,1617648058354,5,5,5,5,5,5,5,5,5,RW4gZXN0ZSBjdWF0cmltZXN0cmUgZXN0YWJhIE1hcnRpbiBTZXZpbGxhIGRlIGF5dWRhbnRlIHF1ZSBsYSByb21waW8gdG9kYSwgaGl6byB1biBkaXNjb3JkIHF1ZSByZXNwb25kaWEgZHVkYXMgMjQvNywgbXV5IGNsYXJvIHkgY29uY2lzby4gTXV5IGFiaWVydG8gcXVlIGVudGVuZGFtb3MgeSBkYXIgdW5hIG1hbm8u
Montalbano,9133,2Q2020,1617648224624,5,5,5,5,5,5,5,5,5,TGFzIHRlb3JpY2FzIG5vIGVzdGFuIG1hbCBwZXJvIGFsIG5vIGdyYWJhcmxhcyBxdWVkYW4gbWVkaW8gZW4gbGEgbmFkYSwgYmFzaWNhbWVudGUgbGEgcG9kZXMgc2VndWlyIHVuaWNhbWVudGUgY29uIGVsIHB5bmRpY2su
Botta,9133,2Q2020,1617648224625,4,4,4,4,4,4,4,4,4,
Aballay,9133,2Q2020,1617648224625,5,5,5,5,5,5,5,5,5,VG9kb3MgbG9zIGNoaWNvcyBkZSBsYSBwcmFjdGljYSB1bm9zIGNhcG9zLCB0ZXJtaW5hcyBlbnRlbmRpZW5kbyBsYSBtYXRlcmlhIG1hcyBxdWUgbmFkYSBwb3IgZWxsb3MuIGhhY2VuIGxhcyBwcmFjdGljYXMgYSBsYSBtZWRpZGEgZGUgbG9zIHBhcmNpYWxlcywgaGFjaWVuZG8gbGFzIGd1aWFzLiA=
Peña,6109,2Q2020,1617648368506,5,5,5,5,5,5,5,5,5,bXV5IGJ1ZW5hIHByb2Zlc29yYSwgZXhwbGljYSBtdXkgYmllbiB5IHRpZW5lIG11eSBidWVuYSBvbmRhIHRvZG8gZWwgdGllbXBvLg==
Comas,6109,2Q2020,1617648368507,5,5,5,5,5,5,5,5,5,ZXhjZWxlbnRlIHByb2Zlc29yLCByZXNwb25kZSBtaWwgMSB1bmEgdmV6IHNpIGhhY2UgZmFsdGEsIHNpZW1wcmUgY29uIGxhIG1lam9yLiBTYWJlIHVuIG1vbnRvbiB5IGxvIHRyYW5zbWl0ZSBtdXkgYmllbi4gR3JhYmEgbGFzIGNsYXNlcyBsbyBjdWFsIHN1bWEgdW4gbW9udG9uLg==
Ferres,6109,2Q2020,1617648368507,5,5,5,4,4,4,3,5,5,Q29tbyBheXVkYW50ZSBpbXBlY2FibGUuIA==
Perez Berro,7501,2Q2020,1617648500009,2,5,5,5,5,1,5,3,5,RW4gbGEgbW9kYWxpZGFkIHZpcnR1YWwgYmllbiwgbGFzIHRlb3JpY2FzIGVyYW4gcGRmcyBzdXBlciBjbGFyb3MgcGVybyBmYWx0YWJhIGxhIGNsYXNlIGVuIHZpdm8gcGFyYSBzYWNhciBkdWRhcy4gRXMgdW5hIGN1cnNhZGEgcXVlIHNlIHJlIHB1ZWRlIGxsZXZhciBhbCBkaWEgeSBsYSBoYWNlIGludGVyZXNhbnRlIGxvcyB0cHMgc29uIGJ1ZW5vcy4gVG9tYSBsbyBxdWUgZXhwbGljYS4gWSBlcyBtdXkgY2xhcmEgY29uIGxhcyBkZXZvbHVjaW9uZXMgcXVlIGRhLg==
Palau,6108,2Q2020,1617649802276,4,5,5,5,5,4,4,5,5,
Grynberg,6108,2Q2020,1617649802278,5,5,5,5,5,5,5,5,5,RWwgbWVqb3IsIGFub3RhdGUgYWNh
Cassani,6108,2Q2020,1617649802279,5,5,5,5,5,5,4,5,5,
Otero,6108,2Q2020,1617649802279,4,4,5,4,5,5,4,5,5,
Pampillo,6203,2Q2020,1617649939833,5,5,5,5,5,5,5,5,5,SW1wb3NpYmxlIHF1ZSBubyB0ZSB2YXlhIGJpZW4gY29uIFBhbXBpbGxvLCBnZW5pYSBtYWwu
Roht,6203,2Q2020,1617649939834,5,5,5,5,5,5,5,5,5,T3RyYSBnZW5pYSBleHBsaWNhbmRvLCBzaXJ2ZW4gbXVjaG9zIHN1cyBwcmFjdGljYXM=
Bilovol,6203,2Q2020,1617649939836,3,3,4,4,4,3,4,4,4,
Masurski,6203,2Q2020,1617649939837,3,4,5,5,5,4,4,5,4,RXhwbGljYSBiaWVuLCBidWVuYSBvbmRh
Pampillo,6203,2Q2020,1617655303519,5,5,5,5,5,5,5,5,5,
Roht,6203,2Q2020,1617655303521,5,5,4,3,2,5,4,5,5,
Bilovol,6203,2Q2020,1617655303523,3,4,5,5,5,5,5,5,3,
Masurski,6203,2Q2020,1617655303524,3,4,4,3,2,3,4,5,3,
Mingolo,6215,2Q2020,1617657065800,1,1,1,1,1,2,1,1,3,QsOhc2ljYW1lbnRlIG5vIGRhbiBjbGFzZXMsIG5pIHNpcXVpZXJhIHpvb20gbyBtZWV0ICh1bmljYW1lbnRlIHNpIHRlbsOpcyBkdWRhcyBkZSB1biB0ZW1hIGVuIGVzcGVjw61maWNvIHRlIGRpY2VuIHF1ZSBsZXMgcGlkYXMgY29uIGFudGljaXBhY2nDs24gdW5hIGNsYXNlIGRlIGFwb3lvIHkgdGUgbGEgZGFuLCBjb21vIHBhcnRpY3VsYXIsIG9zZWEgYSB2b3Mgc8OzbG8sIG5vIGEgdG9kbyBlbCBjdXJzby4gTWFsw61zaW1vLikuIFRlIG1hbmRhbiBlbCBtYXRlcmlhbCB5IGFycmVnbGF0ZSBjb21vIHB1ZWRhcyBwYXJhIGVudGVuZGVyIGxvcyB0ZW1hcyB5IGVzdHVkaWFyIChGYWN1bmRvIFphbGRpdmFyIGVzIHF1aWVuIGxvIG1hbmRhLCBOw6lsaWRhIE3DrW5nb2xvIGVzIGxhIEpUUCBxdWUgc8OzbG8gYXBhcmVjZSBlbiBsYSBmaXJtYSBkZSBsb3MgbWFpbHMgeSBlbiBlbCBtZWV0IGRlbCBwYXJjaWFsLCBkdXJhbnRlIGVsIHJlc3RvIGRlIGxhIGN1cnNhZGEgbm8gYXBhcmVjZS4pLg0KTG9zIGxpYnJvcyBzb24gODAlIGVuIGluZ2zDqXMsIHkgcGFyYSBhbGd1aWVuIHF1ZSB2aWVuZSBkZSBGw61zaWNhIElJIGxleWVuZG8gdG9kbyBlbCBtYXRlcmlhbCBlbiBjYXN0ZWxsYW5vIHJlc3VsdGEgbXV5IGNvbXBsaWNhZG8gZGUgbGxldmFyIHVuYSBtYXRlcmlhIGVuIGRvbmRlIHRlIGV4cGxpY2FuIHNvYnJlIG1lY8OhbmljYSBjdcOhbnRpY2EgZGUgdW5hIGZvcm1hIG11eSB0w6ljbmljYSwgdW4gdGVtYSBxdWUgbm8gZW50ZW5kw6lzIGVuIHVuIGlkaW9tYSBxdWUgbm8gZXMgZWwgdHV5by4gRGljZW4gcXVlIHNpIGFsZ3VpZW4gdGllbmUgZHVkYXMsIGxhcyBwcmVndW50ZSBwb3IgZWwgY2FtcHVzLCBlIGluY2VudGl2YW4gYSBxdWUgbG9zIG90cm9zIGNvbXBhw7Flcm9zIGxlIHJlc3BvbmRhbiBsYSBkdWRhIGFsIHF1ZSBwcmVndW50w7MsIGN1YW5kbyBsb3MgZG9jZW50ZXMgc29uIGVsbG9zLCBvc2VhLCBxdWllbmVzIGRlYmVyw61hbiByZXNwb25kZXIuIEVsIHRyYXRvIGVyYSBzaWVtcHJlIGVuIHVuIHRvZG8gc29icmFkb3IsIGxhcyDDum5pY2FzIDMgdmVjZXMgcXVlIGh1Ym8gdW4gbWVldCwgbm8gZnVlIHBhcmEgZGFyIGNsYXNlLCBzaW5vIHBhcmEgZXhwbGljYXIgbGFzIGNvbnNpZ25hcyBkZSBsb3MgVFBzLCB5IGVuIGVzYXMgdmlkZW9sbGFtYWRhcyBzaSBhbGd1aWVuIGRlbCBjdXJzbyBzZSBxdWVqYWJhIGRlIHN1IG1vZGFsaWRhZCBvIGRlIHF1ZSBubyBpbnRlcnZlbsOtYW4sIHNlIGV4Y3VzYWJhbiBkaWNpZW5kbyBxdWUgbm9zb3Ryb3Mgw6lyYW1vcyBsb3MgcXVlIG5vIGxlIHBvbsOtYW1vcyB2b2x1bnRhZCB5IHF1ZSBub3MgdmF5YW1vcyBhY29zdHVtYnJhbmRvIGEgcXVlIGVuIGxhIGZhY3VsdGFkIChyZWZpcmnDqW5kb3NlIGEgbWF0ZXJpYXMgZnV0dXJhcykgbm8gdmFtb3MgYSB0ZW5lciB0b2RvIHNlcnZpZG8gY29tbyBlbiBtYXRlcmlhcyBkZSBsb3MgcHJpbWVyb3MgYcOxb3MsIHF1ZSAgeWEgZXN0YW1vcyBncmFuZGVzIHkgcXVlIHRlbmVtb3MgcXVlIGFwcmVuZGVyIGEgY29uc3VsdGFyIGZ1ZW50ZXMgeSBidXNjYXIgcmVjdXJzb3MgcGFyYSBhcHJlbmRlciBwb3IgbnVlc3RyYSBwcm9waWEgY3VlbnRhLiBZIHJlaXRlcmFiYW4gcXVlIGxhcyBjb25zdWx0YXMgbGFzIGhhZ2FuIHBvciBlbCBjYW1wdXMsIGN1YW5kbyBubyBsZXMgY29zdGFiYSBuYWRhIHJlc3BvbmRlciBlbiBlbCBtaXNtbyBtZWV0LCBzaSB0b3RhbCB5YSBlc3RhYmFuIGFow60uDQpFbiBjdWFudG8gYWwgcGFyY2lhbCwgZnVlIHN1bWFtZW50ZSBkaWbDrWNpbC4gTG9zIGVqZXJjaWNpb3Mgbmkgc2UgcGFyZWPDrWFuIGEgbG9zIGRlIGxhcyBndcOtYXMgbmkgYSBsb3MgZGUgbGEgYmlibGlvZ3JhZsOtYSwgeSBsYSBob3JhIHkgbWVkaWEgcXVlIHRlbsOtYW1vcyBubyBlcmEgc3VmaWNpZW50ZSBwYXJhIHJlc29sdmVybG8uIFBlZMOtYW4gZGV0YWxsZSBkZSBkZXNhcnJvbGxvIHkgYWNsYXJhYmFuIHF1ZSBzaSBsYXMgY3VlbnRhcyBkYWJhbiBlbCByZXN1bHRhZG8gY29ycmVjdG8gcGVybyBzaSBubyBleHBsaWPDoWJhbW9zIGNvbiBwYWxhYnJhcyBlbCBjw7NtbyBkZWR1amltb3MgZXNlIHJlc3VsdGFkbywgbm8gcG9kw61hbiBjb25zaWRlcmFyIHF1ZSBoYXlhbW9zIGFwcmVuZGlkbyBlbCB0ZW1hLCBwb3IgbG8gcXVlIG5vIHBvZMOtYW4gZGFyIHBvciBiaWVuIGhlY2hvIGVzZSBlamVyY2ljaW8uIA0KRW4gY3VhbnRvIGEgbG9zIFRQcywgbm8gc29uIG5hZGEgaW1wb3NpYmxlIHBlcm8gaGF5IHF1ZSBsbGV2YXJsb3MgY29uIGNvbnN0YW5jaWEgcGFyYSBlbCB0aWVtcG8gcXVlIGRhbiBwYXJhIGVucnRlZ2FybG8sIHNpIG5vIGxvIGxsZXZhcyBhbCBkw61hIHkgbG8gZGVqw6FzIHBhcmEgbGEgw7psdGltYSBzZW1hbmEgbm8gbGxlZ2FzIG5pIGEgcGFsb3MsIHkgdG9kb3MgZW4gZWwgZ3J1cG8gdGllbmVuIHF1ZSBoYWNlcmxvLiBBbCBlbnRyZWdhcmxvIGhhY2VuIHByZWd1bnRhcyByYW5kb20gZGVsIHRyYWJham8gYSBjdWFscXVpZXIgaW50ZWdyYW50ZSBkZWwgZ3J1cG8geSBzZWfDum4gY29tbyByZXNwb25kYSwgc2UgZGFuIGN1ZW50YSBxdWllbiBoaXpvIHkgcXVpZW4gbm8sIHkgZXNvIGxvIGNvbnNpZGVyYW4gcGFyYSBsYSBub3RhIGdydXBhbC4NCkxhIHZlcmRhZCBubyByZWNvbWllbmRvIMOpc3RlIGN1cnNvIHBhcmEgbmFkYSwgc2kgdGllbmVuIGxhIHBvc2liaWxpZGFkIHkgbGVzIGRhIGxhIHByaW9yaWRhZCwgdmF5YW4gY29uIEFndWlycmUsIHRpZW5lbiBtdWNoYSBtZWpvciByZXB1dGFjacOzbiB5LCBwb3IgbG8gbWVub3MsIHF1aWVuZXMgY3Vyc2Fyb24gY29uIGVsbGEgZGlqZXJvbiBxdWUgZXMgbXV5IGJ1ZW4gY3Vyc28sIHkgcG9yIGxvIG1lbm9zIGFow60gc8OtIGRhbiBjbGFzZXMu
