doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,calse_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Sosti,8405,1Q2018,1533862248724,5,5,5,5,5,3,5,4,4,
Petrelli,8405,1Q2018,1533862248726,5,5,5,2,3,2,3,3,5,
Maulhardt,6103,1Q2018,1533862270387,5,4,5,5,4,4,5,5,4,QWd1YW50ZSBlbCBwYXRyaWFyY2Fkby4=
Puebla,6103,1Q2018,1533862270389,3,3,4,4,3,4,4,4,3,SG9sZXMgY29tcGHDsWVyeHM=
Ramirez Oyhanarte,6103,1Q2018,1533862270390,5,4,3,4,4,4,3,5,4,RmFsdHggYSBjbGFzeHMgbXVjaHg=
Vargas,6108,2Q2017,1533862319085,5,5,5,5,5,5,3,5,1,
Palacios,6108,2Q2017,1533862319086,5,5,4,4,4,4,3,3,4,
Piva,8202,1Q2018,1533862426542,3,3,3,1,1,4,4,1,5,TGEgbWF0ZXJpYSBlcyB1bmEgbWF0ZXJpYSBtdXkgcGVzYWRhIGRlIHBvciBzaS4gSGF5IGRvcyByZWFsaWRhZGVzLCBwb3IgdW4gbGFkbyBzZSBwdWVkZSBhcHJlbmRlciB5IHF1ZSB0ZSBzaXJ2YSBwYXJhIGxhIHZpZGEsIHBlcm8gcG9yIG90cm8sIHNlIHB1ZWRlIGVudGVuZGVyIGxvIGJhc2ljbyB5IG5lY2VzYXJpbyBwYXJhcGFzYXIgbGEgY3Vyc2FkYSB5IGVsIGZpbmFsLiBTaWVudG8gcXVlIGxhIG1hdGVyaWEgdGllbmUgZXNhcyBkb3MgcG9zaWJpbGlkZXMsIGRlcGVuZGUgZGUgY2FkYSBhbHVtbm8uIExhIGNsYXNlIHRlb3JpY2EgZGUgUGl2YSwgZXMgYnVlbmEsIHBlcm8gcXVpZXJlIHF1ZSBlbnRpZW5kYXMgdG9kbyBjaWVudGlmaWNhbWVudGUsIGNvc2EgcXVlIGhhY2UgcXVlIGVudGVuZGVyIHNlIGhhY2UgbXV1eSBjb21wbGljYWRvLCBleGVwdG8gcXVlIHZheWFzIGNvbXBsZXRhbWVudGUgYWwgZGlhIChjb3NhIHF1ZSByZWNvbWllbmRvIHByb2Z1bmRhbWVudGUgcGFyYSBlc3RhIG1hdGVyaWEpLiBQb3IgcGFydGUgZGUgbGEgY2xhc2UgcHJhY3RpY2EsIERpIGx1b3pvIGVzIG11eSBtYWwgcHJvZmVzb3IsIGxhIHZlcmRhZCBxdWUgbWkgY2FsaWZpY2FjaW9uIHBhcmEgZWwgZXMgdW4gMy4gU3UgdW5pY2EgdmlydHVkIHBhcmEgZXNjcmliaXIgZXMgcXVlIGVuIGVsIG1vbWVudG8gZGUgY29ycmVjY2lvbiwgc2kgaGljaXN0ZSBiaWVuIGVsIHByb2NlZGltaWVudG8gdGUgYXBydWViYSwgbm8gZXMgZGUgbWlyYXIgZWwgcmVzdWx0YWRvIGZpbmFsLCBzaSBubyBlbCBwcm9jZXNvLCBjb3NhIHF1ZSBlc3RhIGJ1ZW5hIHBhcmEgdW5hIG1hdGVyaWEgdGFuIHRlb3JpY2EuIEVzZSBlcyBtaSBjb25zZWpvLCBpciBhIGN1cnNhciBsYSB0ZW9yaWNhLCBpbnRlbnRhbmRvIHBvZGVyIGNhemFyIGFsZ28geSBjb21wbGVtZW50YXIgZGlhcmlhbWVudGUgY29uIGVsIGxpYnJvIGRlIGxhIGNhdGVkcmEsIHF1ZSBlcyBiYXN0YW50ZSBjbGFybyB5IGNvbXBsZXRvLCBmYWNpbCBkZSBlbnRlbmRlci4gRXNwZXJvIHF1ZSBtaSBjb21lbnRhcmlvIGxlIHNpcnZhIGEgYWxndWllbiBlbiB1biBmdXR1cm8geSBxdWllcm8gZmVsaWNpdGFyIGEgbGEgY3JlYWRvcmEgbyBjcmVhZG9yIGRlIGVzdGUgc2l0aW8sIG1lIHBhcmVjZSBtdXkgaW50ZXJzYW50ZS4gTXVjaGFzIGdyYWNpYXMuIExhIGZhY3VsdGFkIGxhIGhhY2Vtb3MgZW50cmUgdG9kb3MgeSB0b2Rhcy4g
Di Luozzo,8202,1Q2018,1533862426545,1,5,5,1,1,1,1,1,5,
Abraham,8201,1Q2018,1533862438250,5,5,3,1,2,1,2,2,1,
Miralles,8201,1Q2018,1533862438252,1,1,2,2,2,1,1,1,1,
Rembado,8201,1Q2018,1533862438253,1,1,1,1,1,1,1,1,1,
Barber,8201,1Q2018,1533862438254,1,1,1,1,1,1,1,1,1,
Puceiro,8201,1Q2018,1533862438255,5,3,3,2,2,3,3,2,1,
Lopez,6108,1Q2018,1533862443876,5,5,5,5,4,3,3,5,3,
Mendieta,6108,1Q2018,1533862443892,5,4,5,4,4,4,4,5,3,
Rozenwasser,6108,1Q2018,1533862443899,4,4,5,2,2,3,2,5,3,
Ferreira Aicardi,8538,1Q2018,1533862592019,5,5,5,4,3,5,5,3,4,
Donzelli,8538,1Q2018,1533862592021,5,5,5,5,5,5,5,4,5,RXhjZWxlbnRlIFByb2Zlc29yLCBzYWJlIG11Y2hvIGRlIGxhIG1hdGVyaWEsIGV4cGxpY2EgbG9zIGNvbmNlcHRvcyBjb24gdmFyaW9zIGVqZW1wbG9zIGRlIGxhIHJlYWxpZGFkLiBMYSBjYXRlZHJhIGVuIHNpIGVzIHVuIHBvY28gbWFzIGV4aWdlbnRlIHF1ZSBsYXMgZGVtYXMgcGVybyBzaSB0ZSBpbnRlcmVzYSBsYSBtYXRlcmlhIGVzIGFsdGFtZW50ZSByZWNvbWVuZGFibGUu
Stancanelli,8538,1Q2018,1533862592023,4,5,4,5,5,5,4,3,3,
Ghersin,8608,1Q2017,1533862630683,5,3,3,1,2,2,2,1,1,
Steg,8608,1Q2017,1533862630708,5,4,3,1,1,2,1,1,1,
Madariaga,8101,2Q2015,1533862650101,4,5,5,5,5,4,5,5,3,
Scarfiello,8101,2Q2015,1533862650107,5,5,1,5,5,5,5,2,3,
Maulhardt,8101,2Q2015,1533862650111,4,4,4,4,4,4,4,4,3,
Sirne,8101,1Q2017,1533862825305,4,5,5,5,3,3,4,3,1,
Sassano,8101,1Q2017,1533862825313,5,5,1,5,5,1,3,1,1,VHJhdGEgY29uIHNvYmVyYmlhIGEgbG9zIGFsdW1ub3MsIGV4cGxpY2EgYmllbiBwZXJvIG5vIGVzdMOhIGFiaWVydGEgYSBsYXMgY29uc3VsdGFzLiBObyBsYSByZWNvbWllbmRv
De Rossi,8101,1Q2017,1533862825318,4,5,4,5,5,5,3,5,1,
Merlo,6702,1Q2018,1533862988763,3,1,5,2,5,5,5,5,3,
Fernandez,6702,1Q2018,1533862988764,5,3,5,3,4,4,5,5,5,
Moreno,6201,2Q2016,1533863014329,5,5,5,5,5,5,5,5,5,
Daneri,6201,2Q2016,1533863014346,5,4,5,3,4,5,5,5,5,
Garcia Achilli,6201,2Q2016,1533863014359,5,5,5,5,5,4,3,4,5,
A Designar,6201,2Q2016,1533863014372,5,5,5,5,5,5,5,5,5,
Vilaseca,6201,2Q2016,1533863014386,5,5,5,5,5,5,5,5,5,
Fuchs,8601,1Q2018,1533863135351,5,3,5,5,4,3,4,3,1,
Musso Rodriguez,8601,1Q2018,1533863135365,2,2,4,2,5,5,5,5,5,
Peña,8601,1Q2018,1533863135374,5,5,5,4,5,3,5,5,5,
Garcia,6109,1Q2018,1533863915795,5,5,5,5,5,5,5,5,5,
Travesaro,6109,1Q2018,1533863915817,5,5,5,5,5,5,5,5,5,
Pastor,6109,1Q2018,1533863915828,5,5,5,5,5,5,5,5,5,
Garea,8201,1Q2018,1533863925412,5,5,5,2,1,3,3,3,3,
Veiras,8201,1Q2018,1533863925413,2,5,5,3,3,2,2,3,3,
Duplaa,8201,1Q2018,1533863925413,3,3,3,1,1,1,1,1,1,
Vazquez ,8201,1Q2018,1533863925413,2,3,3,2,2,3,2,2,1,
Fernandez,8201,1Q2018,1533863925414,3,3,3,2,2,4,3,2,1,
Fuchs,8601,2Q2017,1533864021592,5,5,5,5,5,5,5,5,5,
Musso Rodriguez,8601,2Q2017,1533864021605,5,5,5,5,5,5,5,5,5,Q3Vyc28gc2VtaXByZXNlbmNpYWwgZGUgZG9zIGNsYXNlcyBwb3IgbWVzIGxvcyBzYWJhZG9zLg==
Peña,8601,2Q2017,1533864021615,5,5,5,5,5,5,5,5,5,U2llbXByZSBhIGRpc3Bvc2ljacOzbiBkZSBsb3MgYWx1bW5vcywgbXV5IGNsYXJvIGVuIHN1cyBleHBsaWNhY2lvbmVzLg==
Lopez,6108,1Q2017,1533864751355,5,5,5,5,5,5,5,5,3,RGUgbGFzIG1lam9yZXMgcHJvZmVzb3JhcyBxdWUgdHV2ZSBlbiBmaXViYSwgbXV5IGJ1ZW5hIGV4cGxpY3NuZG8sIGhhY2lhIGVqZW1wbG9zIGJkZSBsb3MgdGVtYXMgcGFyYSBxdWUgc2UgZW50ZW5kaWVyYW4gbWVqb3IgeSBlamVyY2ljaW9zIGRlIHBhcmNpYWwuIE11eSBidWVuYXMgcGFyYSByZXNwb25kZXIgY29uc3VsdGFzLiBTdXBlciBwcm9saWphLCBlc2NyaWJlIGNoaXF1aXRvIEJlbiBlbCBwaXphcnLDs24gcGVybyBzZSBwdWVkZSBsZWVyIGRlc2RlIGxhIMO6bHRpbWEgZmlsYSAoY29tcHJvYmFkbyk=
Calzon,6108,1Q2017,1533864751368,4,4,5,5,5,5,5,5,1,U2UgYWRoaWVyZSBhIGxvcyBwYXJvcy4gRXMgdW4gYnVlbiBwcm9mZXNvciBhbCByZXNwb25kZXIgY29uc3VsdGFz
Mendieta,6108,1Q2017,1533864751379,3,3,3,1,1,5,2,3,1,U2UgaWJhIHBvciBsYXMgcmFtYXMgZW4gbGFzIGV4cGxpY2FjaW9uZXMgeSBubyB0ZXJtaW5hYmEgZGUgcmVzb2x2ZXIgbmluZ8O6biBlamVyY2ljaW8uIHBvY28gY2xhcm8gZW4gw6lsIHBpemFycsOzbg==
Baliña,6106,1Q2018,1533864872410,5,5,5,5,5,4,5,5,1,U2UgbGUgZW50aWVuZGUgdG9kbywgZXMgbXV5IGNsYXJvIGV4cGxpY2FuZG8u
Gogni,6106,1Q2018,1533864872411,5,5,5,5,5,5,5,5,2,RXhjZWxlbnRlIHByb2Zlc29yYS4gQ3VhbmRvIGxlIHRvY2EgYSBlbGxhIGxhIHByw6FjdGljYSwgbGxlZ2EgYSBoYWNlciBtdWNob3MgZWplcmNpY2lvcyB5IGV4cGxpY2EgdGVtYXMgY2xhdmUgZGUgZm9ybWEgc2VuY2lsbGEu
Sosa,6106,1Q2018,1533864872413,5,5,5,3,4,3,4,5,3,
Maulhardt,6103,2Q2017,1533864896686,5,5,5,5,5,5,5,5,5,
Cornejo,6201,1Q2017,1533864882301,5,5,5,5,5,5,5,5,5,
Pinchete,9201,2Q2017,1533865351253,5,5,4,4,3,2,3,3,2,
Traversi,9201,2Q2017,1533865351256,5,5,3,2,2,2,3,2,3,
Cravino,9201,2Q2017,1533865351260,5,5,5,4,4,4,5,5,2,
Garcia Galiñanes,6106,2Q2017,1533865437227,5,5,5,5,3,2,5,5,1,Q3Vlc3RhIHNlZ3VpcmxvIGVuIGNsYXNlIHBvcnF1ZSBlcyBkZW1hc2lhZG8gdGXDs3JpY28gcGVybyB0ZSBkZWphIGxhIGNhcnBldGEgbXV5IGNvbXBsZXRhLg==
Villaverde,6106,2Q2017,1533865437228,5,5,5,5,4,3,5,5,5,RXMgbXV5IHByb2xpam8geSBvcmdhbml6YWRvLiBTaWVtcHJlIGVzdMOhIGRpc3B1ZXN0byBhIGNvbnRlc3RhciBkdWRhcyBwb3IgY3VhbHF1aWVyIG1lZGlvLg==
Cosatto Ammann,6106,2Q2017,1533865437230,5,5,4,5,5,5,5,5,2,VW4gY3JhY2suIENvbiDDqWwgc2UgaGFjZSBsbGV2YWRlcmEgbGEgcHLDoWN0aWNhLCBleHBsaWNhIHRvZG9zIGxvcyB0ZW1hcyBzaWVtcHJlIGRlc2RlIGxvIGLDoXNpY28geSBoYWNlIGxhIGNsYXNlIG11eSBkaW7DoW1pY2Eu
Francois,6302,1Q2017,1533865693624,5,5,3,4,4,3,4,3,1,
Fasoli,6302,1Q2017,1533865693626,5,5,5,5,5,5,5,5,1,
Requena,6302,1Q2017,1533865693627,5,5,5,1,2,2,5,5,1,
Mas Tonon,6302,1Q2017,1533865693628,5,5,5,2,2,2,2,2,2,
Gallardo,6302,1Q2017,1533865693628,1,1,1,1,1,1,1,1,1,
Bergamini,8105,1Q2018,1533865767914,5,4,5,3,4,3,4,5,1,
Peña,8105,1Q2018,1533865767922,5,4,4,4,4,4,4,4,1,
Francois,6302,1Q2018,1533865876479,5,5,5,5,4,4,4,3,4,
Fasoli,6302,1Q2018,1533865876507,5,5,5,5,4,3,4,3,4,
Costa,6302,1Q2018,1533865876524,5,5,5,4,3,5,4,4,4,
Fanchiotti,6302,1Q2018,1533865876536,5,5,5,5,5,5,5,5,4,
Fontela,7507,1Q2018,1533865907886,5,3,5,5,5,5,5,5,4,Q3JhY2sgemFycGFkbw==
Yolis,7507,1Q2018,1533865907913,4,5,5,2,4,5,3,5,1,Q3JhY2sgY29ycmlnaWVuZG8=
Degiovannini,7507,1Q2018,1533865907920,4,5,5,5,3,5,5,5,1,
Rodriguez Massuh,7507,1Q2018,1533865907927,5,5,3,3,4,5,3,4,1,
Acero,8106,1Q2018,1533865973357,5,5,5,5,5,3,5,4,3,TGV5ZW5kYSA=
Calzon,8106,1Q2018,1533865973358,2,2,2,2,3,2,2,3,1,Tm8gdGllbmUgYW1vciBwb3IgbGEgbWF0ZXJpYQ==
Smilovich,8106,1Q2018,1533865973360,5,5,5,5,5,5,5,5,5,RXMgbXV5IGJ1ZW5hIG9uZGEgLCBzYWJlIGV4cGxpY2FyIGxvcyB0ZW1hcyB5IHNlIHF1ZWRhIGhhc3RhIHF1ZSBlbnRpZW5kYXMgdHUgZHVkYSAsIG5vIGNvbW8gY2Fsem9uLg==
Zambrano,8717,2Q2017,1533866006720,3,2,4,4,5,2,5,4,2,
Taraba,8717,2Q2017,1533866006724,4,5,5,4,5,4,5,4,3,
Maulhardt,8101,1Q2018,1533866033489,5,5,5,5,5,5,5,5,5,
Aguirre,6215,1Q2018,1533866147654,5,5,5,5,2,3,3,5,5,
Arcondo,6215,1Q2018,1533866147662,5,5,5,3,4,4,3,5,2,U2UgZXN0YSBqdWJpbGFuZG8gYXNpIHF1ZSBwcm9iYWJsZW1lbnRlIG5vIGVzdMOpIG3DoXM=
Conde Garrido,6215,1Q2018,1533866147671,5,5,5,5,5,5,3,4,1,RXMgY2Fwbywgc2UgbGUgZW50aWVuZGUgdG9kbw==
Rocca,6215,1Q2018,1533866147677,5,5,5,3,4,4,3,4,1,
Malmoria,6215,1Q2018,1533866147686,5,5,4,3,4,3,3,4,1,
Garcia,6109,1Q2018,1533866252253,5,4,5,5,5,5,5,5,5,R2VuaWEgdG90YWw=
Travesaro,6109,1Q2018,1533866252258,5,5,5,5,5,5,5,5,5,
Pastor,6109,1Q2018,1533866252262,5,5,5,4,4,5,5,5,5,
Bettini,7517,1Q2018,1533866294219,2,2,5,3,3,2,3,4,2,
Brollo,7517,1Q2018,1533866294227,4,4,4,3,4,4,3,4,4,
Apud,7517,1Q2018,1533866294229,2,4,4,3,2,2,3,4,3,
Pustilnik,6108,1Q2016,1533866297346,5,5,5,5,5,5,5,5,1,RXhjZWxlbnRlIHByb2Zlc29yYSwgZnVlIHVuYSBkZSBsYXMgbWVqb3JlcyBxdWUgdHV2ZS4gRXhwbGljYWJhIHRvZG8gZGUgZm9ybWEgbXV5IHNlbmNpbGxhIHkgY2xhcmEuIFJlYWxtZW50ZSBzZSBwcmVvY3VwYWJhIHBvcnF1ZSB0b2RvcyBlbnRlbmRpw6lyYW1vcy4=
Garcia Serrano,6108,1Q2016,1533866297348,5,5,5,5,5,5,5,5,1,
Cabana,6108,1Q2016,1533866297351,5,5,5,5,5,5,5,5,1,
Margonari,8201,1Q2018,1533866391500,4,3,4,2,3,4,2,3,3,
Barasch,8201,1Q2018,1533866391502,4,4,4,3,4,3,3,4,2,
Canero,8201,1Q2018,1533866391503,3,3,3,2,3,3,2,3,3,
Strusiat,8201,1Q2018,1533866391505,3,3,3,2,3,2,3,2,2,
Pereyra,8201,1Q2018,1533866391506,4,3,3,2,2,3,3,3,3,
Echarri,8201,1Q2018,1533866401984,4,5,5,5,5,3,5,5,2,
Suarez Anzorena,8201,1Q2018,1533866401988,3,4,5,2,2,3,2,4,2,
Martinez Stenger,8201,1Q2018,1533866401991,5,5,5,5,5,3,5,4,5,
A Designar,8201,1Q2018,1533866401994,4,4,5,2,3,3,3,4,2,
Garea,8201,1Q2018,1533866411632,5,4,5,5,4,3,4,4,4,
Veiras,8201,1Q2018,1533866411650,4,4,4,3,3,4,4,4,3,
Duplaa,8201,1Q2018,1533866411663,5,4,2,2,1,3,2,2,3,
Vazquez ,8201,1Q2018,1533866411676,3,4,4,3,3,3,3,3,3,
Fernandez,8201,1Q2018,1533866411689,5,5,5,5,5,5,4,5,3,
Mazzeo,6670,1Q2018,1533866477087,5,3,5,5,4,5,4,2,2,UHJlc3RhIGF0ZW5jacOzbiBhIHN1cyBjbGFzZXMgcG9yIG1hcyBkb3JtaWRvIHF1ZSB0ZSBxdWVkZXMsIHBvcnF1ZSBsbyBxdWUgZGEgY2FzaSBxdWUgbm8gbG8gZW5jb250cmFzIGVuIG90cm8gbGFkbyEhISE=
Zambrano,6670,1Q2018,1533866477096,5,5,5,3,4,5,2,5,1,Q2FzaSBubyBkaW8gbmluZ3VuYSBjbGFzZSwgc29sYW1lbnRlIGVzdGFiYSBhaGkgcGVybyBkYWJhIHRvZG8gQXJpYXM=
Arias,6670,1Q2018,1533866477104,5,5,5,3,5,4,3,5,1,RGFiYSBjb21vIHVuYSBleHBsaWNhY2nDs24gcmFwaWRhIGRlIGxhIHRlb3LDrWEgeSBubyBtdWNoYSBwcsOhY3RpY2EsIHNpIGVzdMOhcyBjdXJzYW5kbyBwZWRpbGUgcXVlIHJlc3VlbHZhIGVqZXJjaWNpb3MgZGUgbGEgZ3VpYSBvIGRlIHBhcmNpYWxlcyBwb3JxdWUgc2lubyBtdWNoYSBndWlhIG5vIHZhcyBhIHRlbmVyIGRlIGNvbW8gaGFjZXJsb3MgeSBlc28gYWZlY3RhIG11Y2hvIHBhcmEgbG9zIGV4YW1lbmVzLCBlc3BlY2lhbG1lbnRlIHBhcmEgZWwgZmluYWw=
Piva,6203,2Q2017,1533866742224,5,2,5,5,5,4,5,5,2,RWwgcHJvZmVzb3IgbWFzIGNhcG8gcXVlIHR1dmU=
Carbonetto,6203,2Q2017,1533866742238,5,5,5,5,5,5,3,5,5,
Alvarez,6203,2Q2017,1533866742246,5,5,5,3,5,3,3,4,5,
Ricotti,6301,2Q2017,1533867030118,5,3,5,3,4,4,3,4,1,QW5vdGVuc2UgY29uIGVsbGEsIGVzIGxhIHVuaWNhIHF1ZSB2YWxlIGxhIHBlbmE=
Diaz,6301,2Q2017,1533867030126,5,5,5,4,3,3,2,3,4,
Gamboa Briceño,6301,2Q2017,1533867030134,5,5,5,1,1,2,1,3,1,Tm8gZW50aWVuZGUgbmFkYSBzb2JyZSBsYSBtYXRlcmlhIHF1ZSBkYSwgbWllbnRyYXMgZGEgbGEgY2xhc2UgaW5jbHVzbyBsb3MgYWx1bW5vcyBsZSBjb3JyaWdlbiBjb3NhcyBzZWfDum4gbG8gcXVlIHNlIGFjdWVyZGFuIGRlbCBjYmMsIHNpIGxlIHByZWd1bnRhcyBhbGdvIGRlIGxhIG1hdGVyaWEgc2UgZmlqYSBlbiBhbGd1biBhcHVudGUgbyBlbiBsYSByZXNwdWVzdGEgZGVsIGVqZXJjaWNpbyBkaXJlY3RhbWVudGUgeSB0ZSBkaWNlIHNpIGVzdMOhIGJpZW4gbyBlc3RhIG1hbCBwb3JxdWUgbm8gZW50aWVuZGUgbGEgcHJlZ3VudGE=
Orecchia,6108,2Q2017,1533867144815,5,5,5,5,5,4,3,4,3,
Calzon,6108,2Q2017,1533867144817,5,5,5,3,3,3,3,4,2,
Mendieta,6108,2Q2017,1533867144819,5,5,5,4,4,5,5,5,3,
Unger,6103,1Q2018,1533867221034,5,5,5,3,3,3,4,3,2,QnVlbmFzIHRlw7NyaWNhcyB5IGxhcyBwcsOhY3RpY2FzIG1hc29tZW5vcywgbG8gcSB0aWVuZSBkZSBidWVubyBlcyBxIGRhbiBsYSBwb3NpYmlsaWRhZCBkZSBpciBhIHVuIHRhbGxlciBwYXJhIGhhY2VyIGVqZXJjaWNpb3MgeSBjb25zdWx0YXMgY29uIGxvcyBheXVkYW50ZXMg
Irigoyen,7645,1Q2018,1533867233615,5,5,5,3,4,3,3,3,3,
Clozza,7645,1Q2018,1533867233619,5,5,5,5,5,5,5,5,5,
Eugenio Russmann,7645,1Q2018,1533867233623,5,5,5,5,5,5,5,5,5,
Alliati,7645,1Q2018,1533867233628,5,5,5,5,5,5,3,5,1,
Salcedo,7645,1Q2018,1533867233631,5,5,5,5,5,5,5,5,5,
Bertuccio,8610,1Q2018,1533867254194,4,5,5,5,5,5,5,5,5,TGEgdmVyZGFkIHF1ZSBiZXJ0dWNjaW8gbWUgcGFyZWNpw7MgdW4gZXhjZWxlbnTDrXNpbW8gcHJvZmVzb3IuIERlIGxvcyBwb2NvcyBwcm9mZXNvcmVzIHF1ZSBwdWVkZW4gZGFyIHVuYSBjbGFzZSBjb24gZGlhcG9zaXRpdmFzIHNpbiBsZWVybGFzIHkgdXRpbGl6YXJsYXMgcGFyYSBhZ3JlZ2FyIGNvbm9jaW1pZW50by4=
Bulacio,8610,1Q2018,1533867254213,4,4,5,3,4,2,4,5,4,TWUgdG9jbyBjb21vIGNvcnJlY3RvciBkZWwgVFAuIEJhc3RhbnRlIGV4aWdlbnRlIHBlcm8ganVzdG8gYSBsYSBob3JhIGRlIGNvcnJlZ2lyIHkgZWwgb3JhbA==
Acquaticci,8610,1Q2018,1533867254231,5,3,5,2,4,3,3,3,1,QnVlbm8uIE1lZGlvIG5hdm8gcGVybyBzaSB0ZW7DqXMgdW5hIGR1ZGEgZXhwbGljYSBiaWVu
Marchi,8610,1Q2018,1533867254243,1,2,4,2,2,1,2,2,2,Tm8gbWUgZ3VzdMOzLiBNZWRpbyBmYWxvcGEuIExlIHByZWd1bnTDqSAyIGNvc2FzIHkgbm8gbGFzIGV4cGxpY28gYmllbiB5IGRlamUgZGUgaXIgYSBjb25zdWx0YXJsbw==
Irigoyen,7645,1Q2018,1533867261881,3,4,4,3,2,2,3,3,2,
Clozza,7645,1Q2018,1533867261885,4,4,4,4,4,4,4,4,5,
Eugenio Russmann,7645,1Q2018,1533867261887,4,4,4,4,3,5,5,4,5,U2UgdmEgdHJlbWVuZGFtZW50ZSBwb3IgbGFzIHJhbWFz
Salcedo,7645,1Q2018,1533867261888,4,4,4,2,1,1,3,3,2,
Tello,7645,1Q2018,1533867261890,4,4,4,4,5,4,4,4,2,QWd1YW50ZSB2YW5l
Cavaliere,9513,2Q2017,1533867383414,5,5,5,5,3,2,3,3,2,
Kowal,9513,2Q2017,1533867383417,4,5,5,4,4,3,4,4,3,
Balzarotti,9513,2Q2017,1533867383423,4,5,5,4,4,3,4,4,3,
Ezcurra,9513,2Q2017,1533867383427,4,5,5,4,4,3,4,4,3,
Ghersin,8608,1Q2018,1533867495583,5,4,5,2,3,4,5,3,4,Q8OzbW8gZG9jZW50ZSBtZSBwYXJlY2UgYWxnbyBkZXNvcmdhbml6YWRvIHBlcm8gc2FiZSBtdWNobyBkZWwgdGVtYSB5IGN1YW5kbyBzZSBlbmZvY2EgZW4gdW4gdGVtYSBsbyBleHBsaWNhIGJhc3RhbnRlIGJpZW4uIFN1ZWxlbiBkZWNpciBxdWUgbm8gc2UgdmF5YSBhIGxhcyB0ZcOzcmljYXMgcGVybyB5byBhcHJlbmTDrSB0b2RvIHllbmRvIHkgbWUgZnVlIG11eSBiaWVu
Steg,8608,1Q2018,1533867495597,2,2,2,1,1,1,2,2,1,TmVmYXN0by4gRGVzb3JnYW5pemFkbywgaGFibGEgbWFsLCBjb3JyaWplIG1hbCwgdG9tYSB0ZW1hcyBxdWUgbm8gc2UgZGViZXLDrWFuIGRhciwgbm9zIHRvbW8gZWwgMWVyIHJlY3VwZXJhdG9yaW8gZW4gbGEgMWVyIGZlY2hhIGRlIGZpbmFsIHlhIGhhYmllbmRvIHRlcm1pbmFkbyBsYSBjdXJzYWRhIGhhY2lhIDEgc2VtYW5hIHkgZXNlIG1pc21vIGTDrWEgbm9zIGVudHJlZ28gbGEgcHJpbWVyIHJlZW50cmVnYSBkZWwgVFAuIE1hbMOtc2ltbw==
Ferrini,8201,1Q2018,1533867561381,5,5,5,1,1,3,4,3,1,
Piñera,8201,1Q2018,1533867561388,5,4,4,1,1,1,1,3,1,
Perez Berro,9501,1Q2018,1533867637475,5,5,5,5,4,4,4,4,4,
Eandi Bonfante,8405,2Q2016,1533867728122,5,5,3,3,2,1,3,3,1,
Ruiz Re,8405,2Q2016,1533867728126,5,5,5,4,4,3,3,4,2,
Costa,8714,2Q2016,1533867855349,5,4,5,5,5,5,5,5,2,
Costa,8714,2Q2016,1533867855351,5,4,5,5,4,5,5,5,3,
Fontana,8201,1Q2018,1533867860138,5,5,5,5,5,5,5,5,1,
Rossi,8201,1Q2018,1533867860156,5,5,5,5,5,5,5,5,1,
Sola,8201,1Q2018,1533867860167,3,5,5,5,5,3,3,5,1,
Bellocq,8201,1Q2018,1533867860176,5,5,5,2,2,2,1,3,1,
Unger,8101,1Q2018,1533867958879,5,5,5,5,5,5,5,5,5,
Fittipaldi,8101,1Q2018,1533867958895,5,1,2,2,2,2,2,3,1,
Sosti,8405,1Q2018,1533868049194,5,5,5,5,5,5,5,5,4,SW5jcmVpYmxlIGRvY2VudGUsIE11eSBidWVuYSBwZXJzb25hLCBzYWJlIGRlbWFzaWFkbywgbWFzIHF1ZSBvcmdhbml6YWRv
Petrelli,8405,1Q2018,1533868049203,4,3,5,2,3,2,2,4,5,Tm8gZXMgb3JnYW5pemFkYSwgbm8gZXhwbGljYSBjbGFybywgcGVybyBlcyBjb3BhZGEgeSB0ZSByZXNwb25kZSB0b2RhcyBsYXMgY29uc3VsdGFz
Merlino,7569,2Q2016,1533868035237,3,1,5,1,2,5,1,3,1,
Perri,8207,2Q2017,1533868108753,5,2,5,4,5,5,5,5,5,
Nahas,8207,2Q2017,1533868108764,5,2,5,4,5,5,5,5,5,
Corsini,6201,1Q2017,1533868293476,4,4,3,4,4,5,4,3,2,
Ciocci Brazzano,6201,1Q2017,1533868293486,5,5,5,5,5,5,5,5,5,
Sanchez,6201,1Q2017,1533868293492,5,5,3,2,3,2,2,2,2,
Duplaa,6201,1Q2017,1533868293500,5,5,4,2,2,2,3,3,3,
Bellocq,6201,1Q2017,1533868293506,4,4,4,2,2,2,1,2,1,
